instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,year,month_name,day_name,season_name,weather_condition,is_workingday,is_holiday,time_category,wekday_name
160,2011-01-07,1,0,1,22,0,5,1,2,0.18,0.197,0.43,0.1642,2,34,36.0,2011,January,Friday,Winter,Cloudy/Mist,Yes,No,Night Time,Friday
161,2011-01-07,1,0,1,23,0,5,1,2,0.18,0.197,0.51,0.1642,1,14,15.0,2011,January,Friday,Winter,Cloudy/Mist,Yes,No,Night Time,Friday
162,2011-01-08,1,0,1,0,0,6,0,2,0.18,0.197,0.51,0.1642,1,24,25.0,2011,January,Saturday,Winter,Cloudy/Mist,No,No,Night Time,Saturday
163,2011-01-08,1,0,1,1,0,6,0,2,0.18,0.2121,0.55,0.0896,1,15,16.0,2011,January,Saturday,Winter,Cloudy/Mist,No,No,Night Time,Saturday
164,2011-01-08,1,0,1,2,0,6,0,2,0.18,0.2424,0.55,0.0,3,13,16.0,2011,January,Saturday,Winter,Cloudy/Mist,No,No,Night Time,Saturday
165,2011-01-08,1,0,1,3,0,6,0,3,0.18,0.197,0.55,0.1642,0,7,7.0,2011,January,Saturday,Winter,Light Rain/Snow,No,No,Night Time,Saturday
166,2011-01-08,1,0,1,4,0,6,0,3,0.18,0.197,0.55,0.1642,0,1,1.0,2011,January,Saturday,Winter,Light Rain/Snow,No,No,Night Time,Saturday
167,2011-01-08,1,0,1,5,0,6,0,2,0.16,0.1667,0.74,0.1642,0,5,5.0,2011,January,Saturday,Winter,Cloudy/Mist,No,No,Night Time,Saturday
168,2011-01-08,1,0,1,6,0,6,0,2,0.16,0.1667,0.74,0.1642,0,2,2.0,2011,January,Saturday,Winter,Cloudy/Mist,No,No,Morning Peak,Saturday
169,2011-01-08,1,0,1,7,0,6,0,2,0.16,0.1818,0.74,0.1045,1,8,9.0,2011,January,Saturday,Winter,Cloudy/Mist,No,No,Morning Peak,Saturday
170,2011-01-08,1,0,1,8,0,6,0,3,0.16,0.1818,0.93,0.1045,0,15,15.0,2011,January,Saturday,Winter,Light Rain/Snow,No,No,Morning Peak,Saturday
171,2011-01-08,1,0,1,9,0,6,0,3,0.16,0.1818,0.93,0.1045,0,20,20.0,2011,January,Saturday,Winter,Light Rain/Snow,No,No,Morning Peak,Saturday
172,2011-01-08,1,0,1,10,0,6,0,2,0.18,0.197,0.8,0.1642,5,56,61.0,2011,January,Saturday,Winter,Cloudy/Mist,No,No,Day Time,Saturday
173,2011-01-08,1,0,1,11,0,6,0,2,0.2,0.1818,0.69,0.3881,2,60,62.0,2011,January,Saturday,Winter,Cloudy/Mist,No,No,Day Time,Saturday
174,2011-01-08,1,0,1,12,0,6,0,2,0.2,0.1818,0.59,0.3582,8,90,98.0,2011,January,Saturday,Winter,Cloudy/Mist,No,No,Day Time,Saturday
175,2011-01-08,1,0,1,13,0,6,0,1,0.2,0.1818,0.44,0.3284,7,95,102.0,2011,January,Saturday,Winter,Clear,No,No,Day Time,Saturday
176,2011-01-08,1,0,1,14,0,6,0,1,0.2,0.1667,0.32,0.4775,12,83,95.0,2011,January,Saturday,Winter,Clear,No,No,Day Time,Saturday
177,2011-01-08,1,0,1,15,0,6,0,1,0.2,0.1667,0.32,0.4478,5,69,74.0,2011,January,Saturday,Winter,Clear,No,No,Day Time,Saturday
178,2011-01-08,1,0,1,16,0,6,0,1,0.18,0.1364,0.29,0.4478,8,68,76.0,2011,January,Saturday,Winter,Clear,No,No,Evening Peak,Saturday
179,2011-01-08,1,0,1,17,0,6,0,1,0.16,0.1212,0.37,0.4775,5,64,69.0,2011,January,Saturday,Winter,Clear,No,No,Evening Peak,Saturday
180,2011-01-08,1,0,1,18,0,6,0,1,0.14,0.1212,0.39,0.2985,3,52,55.0,2011,January,Saturday,Winter,Clear,No,No,Evening Peak,Saturday
181,2011-01-08,1,0,1,19,0,6,0,1,0.14,0.1212,0.36,0.2537,4,26,30.0,2011,January,Saturday,Winter,Clear,No,No,Evening Peak,Saturday
182,2011-01-08,1,0,1,20,0,6,0,1,0.12,0.1212,0.36,0.2537,0,28,28.0,2011,January,Saturday,Winter,Clear,No,No,Night Time,Saturday
183,2011-01-08,1,0,1,21,0,6,0,1,0.12,0.1061,0.39,0.3582,2,35,37.0,2011,January,Saturday,Winter,Clear,No,No,Night Time,Saturday
184,2011-01-08,1,0,1,22,0,6,0,1,0.12,0.1061,0.36,0.3881,1,33,34.0,2011,January,Saturday,Winter,Clear,No,No,Night Time,Saturday
185,2011-01-08,1,0,1,23,0,6,0,1,0.1,0.0606,0.39,0.4478,0,22,22.0,2011,January,Saturday,Winter,Clear,No,No,Night Time,Saturday
186,2011-01-09,1,0,1,0,0,0,0,1,0.1,0.0758,0.42,0.3881,1,24,25.0,2011,January,Sunday,Winter,Clear,No,No,Night Time,Sunday
187,2011-01-09,1,0,1,1,0,0,0,1,0.1,0.0606,0.42,0.4627,0,12,12.0,2011,January,Sunday,Winter,Clear,No,No,Night Time,Sunday
188,2011-01-09,1,0,1,2,0,0,0,1,0.1,0.0606,0.46,0.4627,0,11,11.0,2011,January,Sunday,Winter,Clear,No,No,Night Time,Sunday
189,2011-01-09,1,0,1,3,0,0,0,1,0.1,0.0758,0.46,0.4179,0,4,4.0,2011,January,Sunday,Winter,Clear,No,No,Night Time,Sunday
190,2011-01-09,1,0,1,4,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1.0,2011,January,Sunday,Winter,Clear,No,No,Night Time,Sunday
191,2011-01-09,1,0,1,5,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1.0,2011,January,Sunday,Winter,Clear,No,No,Night Time,Sunday
192,2011-01-09,1,0,1,6,0,0,0,1,0.1,0.0909,0.49,0.2836,0,1,1.0,2011,January,Sunday,Winter,Clear,No,No,Morning Peak,Sunday
193,2011-01-09,1,0,1,7,0,0,0,1,0.08,0.0909,0.53,0.194,1,5,6.0,2011,January,Sunday,Winter,Clear,No,No,Morning Peak,Sunday
194,2011-01-09,1,0,1,8,0,0,0,1,0.1,0.0909,0.49,0.2836,0,10,10.0,2011,January,Sunday,Winter,Clear,No,No,Morning Peak,Sunday
195,2011-01-09,1,0,1,9,0,0,0,1,0.12,0.0758,0.46,0.4775,0,19,19.0,2011,January,Sunday,Winter,Clear,No,No,Morning Peak,Sunday
196,2011-01-09,1,0,1,10,0,0,0,1,0.14,0.1061,0.43,0.3881,0,49,49.0,2011,January,Sunday,Winter,Clear,No,No,Day Time,Sunday
197,2011-01-09,1,0,1,11,0,0,0,1,0.16,0.1212,0.4,0.4775,2,47,49.0,2011,January,Sunday,Winter,Clear,No,No,Day Time,Sunday
198,2011-01-09,1,0,1,12,0,0,0,1,0.18,0.1364,0.37,0.4478,4,79,83.0,2011,January,Sunday,Winter,Clear,No,No,Day Time,Sunday
199,2011-01-09,1,0,1,13,0,0,0,1,0.2,0.1667,0.34,0.4478,6,69,75.0,2011,January,Sunday,Winter,Clear,No,No,Day Time,Sunday
200,2011-01-09,1,0,1,14,0,0,0,1,0.22,0.1818,0.32,0.4627,8,64,72.0,2011,January,Sunday,Winter,Clear,No,No,Day Time,Sunday
201,2011-01-09,1,0,1,15,0,0,0,1,0.22,0.197,0.35,0.3582,5,77,82.0,2011,January,Sunday,Winter,Clear,No,No,Day Time,Sunday
202,2011-01-09,1,0,1,16,0,0,0,1,0.2,0.1667,0.34,0.4478,13,79,92.0,2011,January,Sunday,Winter,Clear,No,No,Evening Peak,Sunday
203,2011-01-09,1,0,1,17,0,0,0,1,0.18,0.1515,0.37,0.3881,3,59,62.0,2011,January,Sunday,Winter,Clear,No,No,Evening Peak,Sunday
204,2011-01-09,1,0,1,18,0,0,0,1,0.16,0.1364,0.4,0.3284,4,44,48.0,2011,January,Sunday,Winter,Clear,No,No,Evening Peak,Sunday
205,2011-01-09,1,0,1,19,0,0,0,1,0.16,0.1364,0.43,0.3284,1,40,41.0,2011,January,Sunday,Winter,Clear,No,No,Evening Peak,Sunday
206,2011-01-09,1,0,1,20,0,0,0,1,0.14,0.1212,0.46,0.2537,0,38,38.0,2011,January,Sunday,Winter,Clear,No,No,Night Time,Sunday
207,2011-01-09,1,0,1,21,0,0,0,1,0.14,0.1061,0.46,0.4179,1,19,20.0,2011,January,Sunday,Winter,Clear,No,No,Night Time,Sunday
208,2011-01-09,1,0,1,22,0,0,0,1,0.14,0.1212,0.46,0.2985,5,10,15.0,2011,January,Sunday,Winter,Clear,No,No,Night Time,Sunday
209,2011-01-09,1,0,1,23,0,0,0,1,0.12,0.1364,0.5,0.194,0,6,6.0,2011,January,Sunday,Winter,Clear,No,No,Night Time,Sunday
210,2011-01-10,1,0,1,0,0,1,1,1,0.12,0.1212,0.5,0.2836,2,3,5.0,2011,January,Monday,Winter,Clear,Yes,No,Night Time,Monday
211,2011-01-10,1,0,1,1,0,1,1,1,0.12,0.1212,0.5,0.2836,1,0,1.0,2011,January,Monday,Winter,Clear,Yes,No,Night Time,Monday
212,2011-01-10,1,0,1,2,0,1,1,1,0.12,0.1212,0.5,0.2239,0,3,3.0,2011,January,Monday,Winter,Clear,Yes,No,Night Time,Monday
213,2011-01-10,1,0,1,3,0,1,1,1,0.12,0.1212,0.5,0.2239,0,1,1.0,2011,January,Monday,Winter,Clear,Yes,No,Night Time,Monday
214,2011-01-10,1,0,1,4,0,1,1,1,0.1,0.1212,0.54,0.1343,1,2,3.0,2011,January,Monday,Winter,Clear,Yes,No,Night Time,Monday
215,2011-01-10,1,0,1,5,0,1,1,1,0.1,0.1061,0.54,0.2537,0,3,3.0,2011,January,Monday,Winter,Clear,Yes,No,Night Time,Monday
216,2011-01-10,1,0,1,6,0,1,1,1,0.12,0.1212,0.5,0.2836,0,31,31.0,2011,January,Monday,Winter,Clear,Yes,No,Morning Peak,Monday
217,2011-01-10,1,0,1,7,0,1,1,1,0.12,0.1212,0.5,0.2239,2,75,77.0,2011,January,Monday,Winter,Clear,Yes,No,Morning Peak,Monday
218,2011-01-10,1,0,1,8,0,1,1,2,0.12,0.1212,0.5,0.2836,4,184,188.0,2011,January,Monday,Winter,Cloudy/Mist,Yes,No,Morning Peak,Monday
219,2011-01-10,1,0,1,9,0,1,1,2,0.14,0.1212,0.5,0.2537,2,92,94.0,2011,January,Monday,Winter,Cloudy/Mist,Yes,No,Morning Peak,Monday
220,2011-01-10,1,0,1,10,0,1,1,2,0.14,0.1212,0.5,0.2985,0,31,31.0,2011,January,Monday,Winter,Cloudy/Mist,Yes,No,Day Time,Monday
221,2011-01-10,1,0,1,11,0,1,1,2,0.16,0.1364,0.47,0.2836,2,28,30.0,2011,January,Monday,Winter,Cloudy/Mist,Yes,No,Day Time,Monday
222,2011-01-10,1,0,1,12,0,1,1,2,0.2,0.1818,0.4,0.2836,5,47,52.0,2011,January,Monday,Winter,Cloudy/Mist,Yes,No,Day Time,Monday
223,2011-01-10,1,0,1,13,0,1,1,2,0.2,0.1818,0.4,0.2836,4,50,54.0,2011,January,Monday,Winter,Cloudy/Mist,Yes,No,Day Time,Monday
224,2011-01-10,1,0,1,14,0,1,1,2,0.2,0.197,0.4,0.2239,0,47,47.0,2011,January,Monday,Winter,Cloudy/Mist,Yes,No,Day Time,Monday
225,2011-01-10,1,0,1,15,0,1,1,2,0.2,0.197,0.4,0.2239,2,43,45.0,2011,January,Monday,Winter,Cloudy/Mist,Yes,No,Day Time,Monday
226,2011-01-10,1,0,1,16,0,1,1,1,0.2,0.2121,0.4,0.1343,4,70,74.0,2011,January,Monday,Winter,Clear,Yes,No,Evening Peak,Monday
227,2011-01-10,1,0,1,17,0,1,1,1,0.2,0.2273,0.4,0.1045,4,174,178.0,2011,January,Monday,Winter,Clear,Yes,No,Evening Peak,Monday
228,2011-01-10,1,0,1,18,0,1,1,1,0.2,0.197,0.4,0.2239,1,154,155.0,2011,January,Monday,Winter,Clear,Yes,No,Evening Peak,Monday
229,2011-01-10,1,0,1,19,0,1,1,1,0.16,0.1667,0.47,0.1642,3,92,95.0,2011,January,Monday,Winter,Clear,Yes,No,Evening Peak,Monday
230,2011-01-10,1,0,1,20,0,1,1,1,0.16,0.1667,0.5,0.1642,1,73,74.0,2011,January,Monday,Winter,Clear,Yes,No,Night Time,Monday
231,2011-01-10,1,0,1,21,0,1,1,1,0.14,0.1364,0.59,0.194,1,37,38.0,2011,January,Monday,Winter,Clear,Yes,No,Night Time,Monday
232,2011-01-10,1,0,1,22,0,1,1,1,0.14,0.1515,0.59,0.1642,2,22,24.0,2011,January,Monday,Winter,Clear,Yes,No,Night Time,Monday
233,2011-01-10,1,0,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642,0,18,18.0,2011,January,Monday,Winter,Clear,Yes,No,Night Time,Monday
234,2011-01-11,1,0,1,0,0,2,1,1,0.14,0.1667,0.59,0.1045,2,10,12.0,2011,January,Tuesday,Winter,Clear,Yes,No,Night Time,Tuesday
235,2011-01-11,1,0,1,1,0,2,1,1,0.14,0.1515,0.59,0.1642,0,3,3.0,2011,January,Tuesday,Winter,Clear,Yes,No,Night Time,Tuesday
236,2011-01-11,1,0,1,2,0,2,1,2,0.16,0.1515,0.55,0.194,0,3,3.0,2011,January,Tuesday,Winter,Cloudy/Mist,Yes,No,Night Time,Tuesday
237,2011-01-11,1,0,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343,0,6,6.0,2011,January,Tuesday,Winter,Cloudy/Mist,Yes,No,Night Time,Tuesday
238,2011-01-11,1,0,1,6,0,2,1,2,0.16,0.1818,0.55,0.1343,0,27,27.0,2011,January,Tuesday,Winter,Cloudy/Mist,Yes,No,Morning Peak,Tuesday
239,2011-01-11,1,0,1,7,0,2,1,2,0.16,0.2273,0.55,0.0,2,97,99.0,2011,January,Tuesday,Winter,Cloudy/Mist,Yes,No,Morning Peak,Tuesday
240,2011-01-11,1,0,1,8,0,2,1,2,0.18,0.2121,0.51,0.0896,3,214,217.0,2011,January,Tuesday,Winter,Cloudy/Mist,Yes,No,Morning Peak,Tuesday
241,2011-01-11,1,0,1,9,0,2,1,2,0.18,0.197,0.51,0.1642,3,127,130.0,2011,January,Tuesday,Winter,Cloudy/Mist,Yes,No,Morning Peak,Tuesday
242,2011-01-11,1,0,1,10,0,2,1,2,0.2,0.2121,0.51,0.1642,3,51,54.0,2011,January,Tuesday,Winter,Cloudy/Mist,Yes,No,Day Time,Tuesday
243,2011-01-11,1,0,1,11,0,2,1,2,0.2,0.2121,0.47,0.1343,4,31,35.0,2011,January,Tuesday,Winter,Cloudy/Mist,Yes,No,Day Time,Tuesday
244,2011-01-11,1,0,1,12,0,2,1,2,0.2,0.2273,0.51,0.1045,2,55,57.0,2011,January,Tuesday,Winter,Cloudy/Mist,Yes,No,Day Time,Tuesday
245,2011-01-11,1,0,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896,6,46,52.0,2011,January,Tuesday,Winter,Cloudy/Mist,Yes,No,Day Time,Tuesday
246,2011-01-11,1,0,1,14,0,2,1,2,0.2,0.2273,0.59,0.0896,3,60,63.0,2011,January,Tuesday,Winter,Cloudy/Mist,Yes,No,Day Time,Tuesday
247,2011-01-11,1,0,1,15,0,2,1,2,0.16,0.197,0.8,0.0896,2,45,47.0,2011,January,Tuesday,Winter,Cloudy/Mist,Yes,No,Day Time,Tuesday
248,2011-01-11,1,0,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239,4,72,76.0,2011,January,Tuesday,Winter,Cloudy/Mist,Yes,No,Evening Peak,Tuesday
249,2011-01-11,1,0,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239,6,130,136.0,2011,January,Tuesday,Winter,Cloudy/Mist,Yes,No,Evening Peak,Tuesday
250,2011-01-11,1,0,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045,1,94,95.0,2011,January,Tuesday,Winter,Light Rain/Snow,Yes,No,Evening Peak,Tuesday
251,2011-01-11,1,0,1,19,0,2,1,3,0.16,0.2273,0.93,0.0,0,51,51.0,2011,January,Tuesday,Winter,Light Rain/Snow,Yes,No,Evening Peak,Tuesday
252,2011-01-11,1,0,1,20,0,2,1,3,0.16,0.1515,0.93,0.194,0,32,32.0,2011,January,Tuesday,Winter,Light Rain/Snow,Yes,No,Night Time,Tuesday
253,2011-01-11,1,0,1,21,0,2,1,3,0.16,0.197,0.86,0.0896,0,20,20.0,2011,January,Tuesday,Winter,Light Rain/Snow,Yes,No,Night Time,Tuesday
254,2011-01-11,1,0,1,22,0,2,1,3,0.16,0.1818,0.93,0.1045,1,28,29.0,2011,January,Tuesday,Winter,Light Rain/Snow,Yes,No,Night Time,Tuesday
255,2011-01-11,1,0,1,23,0,2,1,3,0.16,0.197,0.93,0.0896,1,18,19.0,2011,January,Tuesday,Winter,Light Rain/Snow,Yes,No,Night Time,Tuesday
256,2011-01-12,1,0,1,0,0,3,1,2,0.16,0.197,0.86,0.0896,0,7,7.0,2011,January,Wednesday,Winter,Cloudy/Mist,Yes,No,Night Time,Wednesday
257,2011-01-12,1,0,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045,0,6,6.0,2011,January,Wednesday,Winter,Cloudy/Mist,Yes,No,Night Time,Wednesday
258,2011-01-12,1,0,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343,0,1,1.0,2011,January,Wednesday,Winter,Clear,Yes,No,Night Time,Wednesday
259,2011-01-12,1,0,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642,0,5,5.0,2011,January,Wednesday,Winter,Clear,Yes,No,Night Time,Wednesday
260,2011-01-12,1,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,0,16,16.0,2011,January,Wednesday,Winter,Clear,Yes,No,Morning Peak,Wednesday
261,2011-01-12,1,0,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343,0,54,54.0,2011,January,Wednesday,Winter,Clear,Yes,No,Morning Peak,Wednesday
262,2011-01-12,1,0,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642,3,125,128.0,2011,January,Wednesday,Winter,Clear,Yes,No,Morning Peak,Wednesday
263,2011-01-12,1,0,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284,3,78,81.0,2011,January,Wednesday,Winter,Clear,Yes,No,Morning Peak,Wednesday
264,2011-01-12,1,0,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239,0,39,39.0,2011,January,Wednesday,Winter,Clear,Yes,No,Day Time,Wednesday
265,2011-01-12,1,0,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881,3,32,35.0,2011,January,Wednesday,Winter,Clear,Yes,No,Day Time,Wednesday
266,2011-01-12,1,0,1,12,0,3,1,1,0.2,0.1515,0.47,0.4775,3,52,55.0,2011,January,Wednesday,Winter,Clear,Yes,No,Day Time,Wednesday
267,2011-01-12,1,0,1,13,0,3,1,1,0.22,0.197,0.44,0.3582,0,49,49.0,2011,January,Wednesday,Winter,Clear,Yes,No,Day Time,Wednesday
268,2011-01-12,1,0,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284,0,44,44.0,2011,January,Wednesday,Winter,Clear,Yes,No,Day Time,Wednesday
269,2011-01-12,1,0,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179,1,48,49.0,2011,January,Wednesday,Winter,Clear,Yes,No,Day Time,Wednesday
270,2011-01-12,1,0,1,16,0,3,1,1,0.22,0.197,0.44,0.3284,5,63,68.0,2011,January,Wednesday,Winter,Clear,Yes,No,Evening Peak,Wednesday
271,2011-01-12,1,0,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,0,139,139.0,2011,January,Wednesday,Winter,Clear,Yes,No,Evening Peak,Wednesday
272,2011-01-12,1,0,1,18,0,3,1,1,0.2,0.1515,0.47,0.4775,2,135,137.0,2011,January,Wednesday,Winter,Clear,Yes,No,Evening Peak,Wednesday
273,2011-01-12,1,0,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,1,82,83.0,2011,January,Wednesday,Winter,Clear,Yes,No,Evening Peak,Wednesday
274,2011-01-12,1,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,56.0,2011,January,Wednesday,Winter,Clear,Yes,No,Night Time,Wednesday
275,2011-01-12,1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57.0,2011,January,Wednesday,Winter,Clear,Yes,No,Night Time,Wednesday
276,2011-01-12,1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33.0,2011,January,Wednesday,Winter,Clear,Yes,No,Night Time,Wednesday
277,2011-01-12,1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20.0,2011,January,Wednesday,Winter,Clear,Yes,No,Night Time,Wednesday
278,2011-01-13,1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7.0,2011,January,Thursday,Winter,Clear,Yes,No,Night Time,Thursday
279,2011-01-13,1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2.0,2011,January,Thursday,Winter,Clear,Yes,No,Night Time,Thursday
280,2011-01-13,1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2.0,2011,January,Thursday,Winter,Clear,Yes,No,Night Time,Thursday
281,2011-01-13,1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3.0,2011,January,Thursday,Winter,Clear,Yes,No,Night Time,Thursday
282,2011-01-13,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4.0,2011,January,Thursday,Winter,Clear,Yes,No,Night Time,Thursday
283,2011-01-13,1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3.0,2011,January,Thursday,Winter,Clear,Yes,No,Night Time,Thursday
284,2011-01-13,1,0,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,0,28,28.0,2011,January,Thursday,Winter,Clear,Yes,No,Morning Peak,Thursday
285,2011-01-13,1,0,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,0,72,72.0,2011,January,Thursday,Winter,Clear,Yes,No,Morning Peak,Thursday
286,2011-01-13,1,0,1,8,0,4,1,1,0.14,0.1364,0.5,0.194,5,197,202.0,2011,January,Thursday,Winter,Clear,Yes,No,Morning Peak,Thursday
287,2011-01-13,1,0,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,2,137,139.0,2011,January,Thursday,Winter,Clear,Yes,No,Morning Peak,Thursday
288,2011-01-13,1,0,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582,2,36,38.0,2011,January,Thursday,Winter,Cloudy/Mist,Yes,No,Day Time,Thursday
289,2011-01-13,1,0,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33,37.0,2011,January,Thursday,Winter,Cloudy/Mist,Yes,No,Day Time,Thursday
290,2011-01-13,1,0,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179,3,49,52.0,2011,January,Thursday,Winter,Clear,Yes,No,Day Time,Thursday
291,2011-01-13,1,0,1,13,0,4,1,1,0.22,0.197,0.41,0.4478,2,81,83.0,2011,January,Thursday,Winter,Clear,Yes,No,Day Time,Thursday
292,2011-01-13,1,0,1,14,0,4,1,1,0.22,0.197,0.41,0.3881,3,39,42.0,2011,January,Thursday,Winter,Clear,Yes,No,Day Time,Thursday
293,2011-01-13,1,0,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,5,55,60.0,2011,January,Thursday,Winter,Clear,Yes,No,Day Time,Thursday
294,2011-01-13,1,0,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582,2,76,78.0,2011,January,Thursday,Winter,Clear,Yes,No,Evening Peak,Thursday
295,2011-01-13,1,0,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,4,158,162.0,2011,January,Thursday,Winter,Clear,Yes,No,Evening Peak,Thursday
296,2011-01-13,1,0,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,3,141,144.0,2011,January,Thursday,Winter,Clear,Yes,No,Evening Peak,Thursday
297,2011-01-13,1,0,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,1,98,99.0,2011,January,Thursday,Winter,Clear,Yes,No,Evening Peak,Thursday
298,2011-01-13,1,0,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,0,64,64.0,2011,January,Thursday,Winter,Clear,Yes,No,Night Time,Thursday
299,2011-01-13,1,0,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,0,40,40.0,2011,January,Thursday,Winter,Clear,Yes,No,Night Time,Thursday
300,2011-01-13,1,0,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284,0,30,30.0,2011,January,Thursday,Winter,Clear,Yes,No,Night Time,Thursday
301,2011-01-13,1,0,1,23,0,4,1,1,0.12,0.1364,0.5,0.194,1,14,15.0,2011,January,Thursday,Winter,Clear,Yes,No,Night Time,Thursday
302,2011-01-14,1,0,1,0,0,5,1,1,0.12,0.1364,0.5,0.194,0,14,14.0,2011,January,Friday,Winter,Clear,Yes,No,Night Time,Friday
303,2011-01-14,1,0,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642,0,5,5.0,2011,January,Friday,Winter,Clear,Yes,No,Night Time,Friday
304,2011-01-14,1,0,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,1.0,2011,January,Friday,Winter,Clear,Yes,No,Night Time,Friday
305,2011-01-14,1,0,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,1.0,2011,January,Friday,Winter,Clear,Yes,No,Night Time,Friday
306,2011-01-14,1,0,1,5,0,5,1,1,0.1,0.1364,0.54,0.0896,0,8,8.0,2011,January,Friday,Winter,Clear,Yes,No,Night Time,Friday
307,2011-01-14,1,0,1,6,0,5,1,1,0.1,0.1818,0.54,0.0,0,17,17.0,2011,January,Friday,Winter,Clear,Yes,No,Morning Peak,Friday
308,2011-01-14,1,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70.0,2011,January,Friday,Winter,Clear,Yes,No,Morning Peak,Friday
309,2011-01-14,1,0,1,8,0,5,1,1,0.12,0.1667,0.68,0.0,2,156,158.0,2011,January,Friday,Winter,Clear,Yes,No,Morning Peak,Friday
310,2011-01-14,1,0,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,117.0,2011,January,Friday,Winter,Clear,Yes,No,Morning Peak,Friday
311,2011-01-14,1,0,1,10,0,5,1,1,0.18,0.1818,0.55,0.194,4,40,44.0,2011,January,Friday,Winter,Clear,Yes,No,Day Time,Friday
312,2011-01-14,1,0,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,6,47,53.0,2011,January,Friday,Winter,Clear,Yes,No,Day Time,Friday
313,2011-01-14,1,0,1,12,0,5,1,1,0.2,0.197,0.44,0.2537,2,59,61.0,2011,January,Friday,Winter,Clear,Yes,No,Day Time,Friday
314,2011-01-14,1,0,1,13,0,5,1,1,0.22,0.197,0.37,0.3881,4,73,77.0,2011,January,Friday,Winter,Clear,Yes,No,Day Time,Friday
315,2011-01-14,1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59,64.0,2011,January,Friday,Winter,Clear,Yes,No,Day Time,Friday
316,2011-01-14,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68.0,2011,January,Friday,Winter,Clear,Yes,No,Day Time,Friday
317,2011-01-14,1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,90.0,2011,January,Friday,Winter,Clear,Yes,No,Evening Peak,Friday
318,2011-01-14,1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,159.0,2011,January,Friday,Winter,Clear,Yes,No,Evening Peak,Friday
319,2011-01-14,1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0.0,5,134,139.0,2011,January,Friday,Winter,Clear,Yes,No,Evening Peak,Friday
